run_id,exp_id,system_name,budget,sample_id,domain,error_type,gt,ocr_text,final_text,selected_for_upgrade,router_score,backfill_status,backfill_reason,breaker_status
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L032,geology,not_upgraded,也会发生一些弯流作用[由顶部向翼部],也会发生一些等：流作用[由顶部向部],也会发生一些等：流作用[由顶部向部],False,0.184266,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L033,geology,not_upgraded,{滑距(两盘错动的距离),滑距(两盘错动的距离),滑距(两盘错动的距离),False,0.054334,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L036,geology,not_upgraded,{旋转位移,旋转位移,旋转位移,False,0.017273,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L038,geology,not_upgraded,典型的相似褶皱（Ⅱ型）,典型的相似褶皱(Ⅱ型),典型的相似褶皱(Ⅱ型),False,0.08481,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L039,geology,not_upgraded,->沿密集的平行劈理或片理面发生差异滑动,→沿密集的平行劈理或片理面 发生差异滑动,→沿密集的平行劈理或片理面 发生差异滑动,False,0.149536,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L041,geology,not_upgraded,分类{,分类,分类,False,0.043782,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L042,geology,not_upgraded,[几何,几何,几何,False,0.010688,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L043,geology,not_upgraded,断层面与褶皱轴面的关系纵、横、斜,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵，横、斜,False,0.220114,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L044,geology,not_upgraded,[肠状褶皱],[肠状褶皮],[肠状褶皮],False,0.076454,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L046,geology,not_upgraded,{正断层}[上盘下降],正断层正盘下除],正断层正盘下除],False,0.144748,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L047,geology,not_upgraded,{平移-正断层}倾伏角45°~80°,平移一正断层侧伏45°~.800,平移一正断层侧伏45°~.800,False,0.315743,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L049,geology,not_upgraded,(运动,运动,运动,False,0.001349,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L050,geology,not_upgraded,|逆断层,逆断层,逆断层,False,0.112006,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L051,geology,not_upgraded,→并非绝对,并非绝对.,并非绝对.,False,0.054176,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L052,geology,not_upgraded,平移-逆断层,平多一逆断层,平多一逆断层,False,0.097912,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L053,geology,not_upgraded,补:褶皱波长的影响因素.,补：褶皮波长的影响因素.,补：褶皮波长的影响因素.,False,0.113638,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L056,geology,not_upgraded,组合:盆岭构造、裂谷,组合：盆岭构造、裂谷,组合：盆岭构造、裂谷,False,0.079815,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L058,geology,not_upgraded,倾角较大,倾角转大,倾角转大,False,0.173885,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L061,geology,not_upgraded,地堑两条走向基本平行，倾向相对，有共同下降盘,地堑两条走向基本平行，倾向相对，有英同下降盘,地堑两条走向基本平行，倾向相对，有英同下降盘,False,0.269877,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L062,geology,not_upgraded,"地垒两条走向基本平行,倾向相反,有共同上升盘",地垒两条走向基本平行，向相，有共同升,地垒两条走向基本平行，向相，有共同升,False,0.381579,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L064,geology,not_upgraded,阶梯状构造及箕状构造.,阶梯状构造及笑状构造.,阶梯状构造及笑状构造.,False,0.100798,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L065,geology,not_upgraded,<->雁列式断层（斜列式）,雁列式断层(斜列式),雁列式断层(斜列式),False,0.038773,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L069,geology,not_upgraded,→与断层具有相对性.,与断层具有相对性.,与断层具有相对性.,False,0.042754,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L070,geology,not_upgraded,{(1)研究的尺度,(1)开究的尺度,(1)开究的尺度,False,0.174359,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L071,geology,not_upgraded,环状断层及放射状断层.,环状断层及放射状断层,环状断层及放射状断层,False,0.023558,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L072,geology,not_upgraded,取决于研究的目的,取决于研究的日的,取决于研究的日的,False,0.117629,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L073,geology,not_upgraded,{(2)是否考虑相对位移.,(2)是否考虑相对体移.,(2)是否考虑相对体移.,False,0.021819,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L075,geology,not_upgraded,变质核杂岩：由古老变质岩和侵入岩浆体所构成的孤立穹隆状的结晶隆起.,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,False,0.187714,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L077,geology,not_upgraded,{与褶皱轴面.,与褶皱轴面.,与褶皱轴面.,False,0.109293,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L079,geology,not_upgraded,(岩墙群.,岩墙群.,岩墙群.,False,0.069992,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L080,geology,not_upgraded,受力成因,受力成因3,受力成因3,False,0.03704,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L090,geology,not_upgraded,（逆冲推,(逆中推,(逆中推,False,0.260169,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L091,geology,not_upgraded,限制(被限制的晚),限制(被限制的映),限制(被限制的映),False,0.282488,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L092,geology,not_upgraded,下盘为相对未动的原地层（较早）→当外来岩体覆盖在部分原地层，仅留出一小部分—构造窗,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,False,0.202757,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L093,geology,not_upgraded,依据支切关系,依据交切关系,依据交切关系,False,0.067251,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L094,geology,not_upgraded,互切（同时）,互切(司时),互切(司时),False,0.238831,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L098,geology,not_upgraded,{追踪，利用，改造（被..的早）,追踪利用、改造(被的早),追踪利用、改造(被的早),False,0.33535,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L100,geology,not_upgraded,{借助其它地质体(如:地质体的侵入关系)(无岩脉填充的晚),借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),False,0.164512,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L102,geology,not_upgraded,平移断层:,平移断层：,平移断层：,False,0.073447,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L106,geology,not_upgraded,（配套,配套,配套,False,0.011679,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L108,geology,not_upgraded,右行,古行,古行,False,0.133265,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L109,geology,not_upgraded,左行.->看对盘的运动方向,左行→看对盘的运动方向,左行→看对盘的运动方向,False,0.062101,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L114,geology,not_upgraded,2)逆断层[画图分析],2) 逆断层[画图分析],2) 逆断层[画图分析],False,0.051799,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L115,geology,not_upgraded,1)正断层(以地表的切面来观测),(1)正断层(从地表的切面来观测),(1)正断层(从地表的切面来观测),False,0.130715,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L117,geology,cache_miss,①地层缺失→断层与地层倾向相同[断层倾角>地层倾角],①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→送层与地层倾向相同[断层倾地倾],True,0.267678,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L118,geology,not_upgraded,向斜：上升盘核部变窄,向斜：上升盘核部变容,向斜：上升盘核部变容,False,0.053053,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L119,geology,not_upgraded,.断层与地层倾向相同[断层倾角<地层倾角],断层与地层顶向相同[断层项南<地层南],断层与地层顶向相同[断层项南<地层南],False,0.241355,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0199_L120,geology,not_upgraded,②地层重复{断层与地层倾向相反,②地层重复断层与地层倾向相反,②地层重复断层与地层倾向相反,False,0.030335,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L004,geology,cache_miss,↙SiO₂含量↓,∠s{O₂含量↓,∠s{O₂含量↓,True,0.358011,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L005,geology,not_upgraded,下凸上平盘状,上平盆状,上平盆状,False,0.070294,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L008,geology,cache_miss,~>上凸下平似透镜体/,上△下平似缓镜体,上△下平似缓镜体,True,0.242247,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L011,geology,not_upgraded,"对正常地层(未发生倒转,且地层倾角小于断层倾角时)同一平面,上升盘老,下降盘新.",对正常地层(未发生倒转，且地层倾南小于断层倾角时)同一平面，上升盘老，下降盘新,对正常地层(未发生倒转，且地层倾南小于断层倾角时)同一平面，上升盘老，下降盘新,False,0.105543,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L015,geology,cache_miss,↗边界面与围岩层,入边界面与围岩层,入边界面与围岩层,True,0.203378,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L016,geology,not_upgraded,②根据露头的几何尺寸大小(适用于横断层),②根据露头的几何凡尺寸大小(适用于横断层),②根据露头的几何凡尺寸大小(适用于横断层),False,0.038311,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L018,geology,cache_miss,关系.,关,关,True,0.504311,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L019,geology,not_upgraded,对于背斜，上升盘核部更宽；对向斜，上升盘核部更窄,对于背斜，上升盘核部更宽：对向斜，上升盘核部更窄,对于背斜，上升盘核部更宽：对向斜，上升盘核部更窄,False,0.05464,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L021,geology,cache_miss,指岩体大小、,指岩大,指岩大,True,0.388941,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L023,geology,not_upgraded,↳弧形曲面所突出的方向为移动方向,弥形曲面所实出的方向为移动方向,弥形曲面所实出的方向为移动方向,False,0.115753,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L025,geology,not_upgraded,{喷出岩,喷出岩,喷出岩,False,0.019734,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L028,geology,not_upgraded,④擦痕由粗而深向细而浅的方向为对盘运动方向,④擦痕 由粗而深向细而浅的方向为盘运动方向,④擦痕 由粗而深向细而浅的方向为盘运动方向,False,0.043814,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L030,geology,not_upgraded,(火山锥,火山锥,火山锥,False,0.12951,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L031,geology,not_upgraded,玄武岩),3.武岩),3.武岩),False,0.153109,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L032,geology,not_upgraded,→两盘在相对运动过程中由于摩擦作用而留下的痕迹，,两盘在相对运动力过程中由于摩控作用而留下的痕迹。,两盘在相对运动力过程中由于摩控作用而留下的痕迹。,False,0.116084,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L033,geology,not_upgraded,流动构造→流线、流面.,流动构造→流线、流面,流动构造→流线、流面,False,0.027276,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L034,geology,not_upgraded,"↳在摩擦面上若再发生重结晶作用,附着铁质、硅质等,呈现出摩擦镜面.",在摩擦面上苦再发生重结晶作用，附着铁质，硅质等，呈现出磨擦镜面.,在摩擦面上苦再发生重结晶作用，附着铁质，硅质等，呈现出磨擦镜面.,False,0.104301,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L036,geology,cache_miss,节理→横节理、纵~、斜~、层~,书理→模节理，纵~、斜~、层~,书理→模节理，纵~、斜~、层~,True,0.275164,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L038,geology,not_upgraded,⑤派生构造(羽状节理和派生小褶皱).,⑤派生构造(羽状节理和派生小褶皱),⑤派生构造(羽状节理和派生小褶皱),False,0.080361,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L039,geology,not_upgraded,[破裂构造{边缘张裂,破裂构造{边缘张裂,破裂构造{边缘张裂,False,0.127394,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L045,geology,not_upgraded,——流动构造，,流动构造.,流动构造.,False,0.079501,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L049,geology,cache_miss,流动构造→流纹，流线流面、气孔-杏仁构造、,流动构造→流纹。流线块面、气孔一香仁构造、,流动构造→流纹。流线块面、气孔一香仁构造、,True,0.197653,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L050,geology,cache_miss,锐角指示木盘的运动方向,锐角指示本盘的还动方向,锐角指示本盘的还动方向,True,0.161509,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L051,geology,cache_miss,褶皱轴面,留当轴面,留当轴面,True,0.244656,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L053,geology,not_upgraded,·破裂构造,破裂构造,破裂构造,False,0.019748,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L056,geology,cache_miss,{破裂构造→枕状构造(水下基性)，柱状节理,破裂构造→水枕状构造(水下基性)柱状节理,破裂构造→水枕状构造(水下基性)柱状节理,True,0.187289,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L057,geology,cache_miss,鞘褶皱就是其中重要的一种.,革尚褶皱就是其中重要的一种.,革尚褶皱就是其中重要的一种.,True,0.158621,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L058,geology,cache_miss,B型褶皱：褶皱轴与拉伸线理近似于正交的褶皱.,B型褶皱：褶皱皮轴与拉伸线理近似于正交的褶当皮.,B型褶皱：褶皱皮轴与拉伸线理近似于正交的褶当皮.,True,0.211673,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L061,geology,cache_miss,二、褶皱类：⑤不对称褶皱⑥A型褶皱、鞘褶皱,二.褶皱类：⑤不对称褶皱④A型皱、革鞘,二.褶皱类：⑤不对称褶皱④A型皱、革鞘,True,0.252592,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L062,geology,cache_miss,三、延伸类：⑦旋转碎斑系⑧不对称压力影⑨曲颈状构造,三、延伸类：①旋转碎系 ②不对称压力影曲颈状构造,三、延伸类：①旋转碎系 ②不对称压力影曲颈状构造,True,0.188082,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L063,geology,not_upgraded,注：最大主应力方向与,注最大主应力方向与,注最大主应力方向与,False,0.00789,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L064,geology,cache_miss,流壁理面的方向垂直,流劈理面的方向重直,流劈理面的方向重直,True,0.210014,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L066,geology,not_upgraded,(按照形成,按照形成,按照形成,False,0.005384,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L067,geology,not_upgraded,破劈理->是岩石中的一组密集的剪切破裂面.,破劈理→是岩石中的一组密集的剪切破裂面.,破劈理→是岩石中的一组密集的剪切破裂面.,False,0.056031,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L069,geology,cache_miss,→发育于先存面理的岩石中，在流动带中，其中的矿物重新定向排列.,发育于先存面理的岩中，在流动带中，其中的矿物重新定向排列,发育于先存面理的岩中，在流动带中，其中的矿物重新定向排列,True,0.22987,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L070,geology,cache_miss,{滑劈理(褶劈理),滑劈理(褶劈理),滑劈理(褶劈理),True,0.14988,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L074,geology,cache_miss,{连续劈理→另一层含义:“透入性”强.[流劈理就属于这一类],连续劈理→另一层含义：透入性强.[流理就于这一类,连续劈理→另一层含义：透入性强.[流理就于这一类,True,0.224905,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L077,geology,cache_miss,{不连续劈理→另一层含义：“分划”强.[破劈理和滑(褶)劈理属于这一类],不连续壁理→另一层含义：“分划”强[破理和)理属这一类],不连续壁理→另一层含义：“分划”强[破理和)理属这一类],True,0.239817,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L079,geology,not_upgraded,小型线理：拉伸线理、矿物生长线理、皱纹线理、交面线理,小型线理：拉伸线理、矿物生长线理、当皮纹线理、交面线理,小型线理：拉伸线理、矿物生长线理、当皮纹线理、交面线理,False,0.051549,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0200_L082,geology,not_upgraded,大型线理：石香肠构造、窗棂构造、铅笔构造、杆状构造、压力影构造,大型线理：石香肠构造、窗根构造、铅笔构造、杆状构造、压力影构造,大型线理：石香肠构造、窗根构造、铅笔构造、杆状构造、压力影构造,False,0.034473,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L002,geology,cache_miss,面平均降雨量,面物降雨景,面物降雨景,True,0.344329,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L008,geology,not_upgraded,一主要研究对象,主要研究对象,主要研究对象,False,0.026124,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L009,geology,not_upgraded,☆(2)地下水在空隙中的存在形式：重力水、结合水、毛细水,☆(2)地下水在空隙中的存在形式：重力水，结合水、毛细水,☆(2)地下水在空隙中的存在形式：重力水，结合水、毛细水,False,0.054045,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L010,geology,cache_miss,②岩石的分类（按成因分）：又称火成岩←岩浆岩，（7%）页岩属于沉积岩，（75%）变质岩，（18%）,②岩石的分类(按成因分)：岩浆岩！7%)说积岩15%变质岩.(18%),②岩石的分类(按成因分)：岩浆岩！7%)说积岩15%变质岩.(18%),True,0.191507,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L011,geology,cache_miss,页岩属于↓,页岩属文,页岩属文,True,0.226016,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L013,geology,not_upgraded,④沉积岩结构分类：碎屑结构、泥质结构、结晶结构、生物结构,④沉积岩结构分类：碎屑结构，泥质结构、结晶结构、生物结构,④沉积岩结构分类：碎屑结构，泥质结构、结晶结构、生物结构,False,0.041283,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L014,geology,not_upgraded,⑤变质岩结构分类：变晶结构、碎裂结构，,⑤变质岩结构分类：变晶结构、碎裂结构.,⑤变质岩结构分类：变晶结构、碎裂结构.,False,0.04948,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L018,geology,not_upgraded,"☆(3)褶皱构造{背斜(凸):核部老,两翼新",(3)褶皱构造背斜(凸）：核部老，两翼新,(3)褶皱构造背斜(凸）：核部老，两翼新,False,0.154856,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L021,geology,not_upgraded,⑦裂隙（又称节理）,①裂隙(又称节理),①裂隙(又称节理),False,0.058716,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L022,geology,cache_miss,(1)定义：未发生明显位移的断裂.裂隙率：kr=Vr/V,(1)定义：未发生明显位移的断裂：裂隙率：k_{=,(1)定义：未发生明显位移的断裂：裂隙率：k_{=,True,0.191249,skipped,skip_backfill,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L024,geology,not_upgraded,☆⑧水文地质标志：在断层线上有泉水或温泉出露、或者溪流突然入地消失。,⑧水文地质标志：在断层线上有泉水或温泉出露、或者溪流突然入地消失。,⑧水文地质标志：在断层线上有泉水或温泉出露、或者溪流突然入地消失。,False,0.070328,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L025,geology,not_upgraded,若许多泉水成串出现，尚可指明断层线方向，,若汗多泉水成串出现，尚可指明断层线方向,若汗多泉水成串出现，尚可指明断层线方向,False,0.101607,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L027,geology,not_upgraded,(1)作用:是地下水的储存场所和运动通道,(1)作用：是地下水的储存场所和运动通道,(1)作用：是地下水的储存场所和运动通道,False,0.078272,not_upgraded,not_upgraded,not_triggered
20260416_run111700,M5,BestRouter-only,0.1,GeoP0201_L028,geology,not_upgraded,->岩土孔隙体积,岩土孔隙体积,岩土孔隙体积,False,0.06005,not_upgraded,not_upgraded,not_triggered
