sample_id,router_name,budget,domain,ocr_text,final_text,gt,backfill_status,backfill_reason,edit_distance_final
GeoP0199_L050,BAUR-only,0.1,geology,逆断层,逆断层,|逆断层,skipped,baur_only_no_backfill,1
GeoP0199_L051,BAUR-only,0.1,geology,并非绝对.,并非绝对.,→并非绝对,skipped,baur_only_no_backfill,2
GeoP0199_L053,BAUR-only,0.1,geology,补：褶皮波长的影响因素.,补：褶皱波长的影响因素.,补:褶皱波长的影响因素.,skipped,baur_only_no_backfill,1
GeoP0199_L056,BAUR-only,0.1,geology,组合：盆岭构造、裂谷,组合：盆岭构造、裂谷,组合:盆岭构造、裂谷,skipped,baur_only_no_backfill,1
GeoP0199_L062,BAUR-only,0.1,geology,地垒两条走向基本平行，向相，有共同升,地垒两条走向基本平行，向相，有共同升,"地垒两条走向基本平行,倾向相反,有共同上升盘",not_upgraded,not_upgraded,6
GeoP0199_L065,BAUR-only,0.1,geology,雁列式断层(斜列式),←→雁列式断层(斜列式),<->雁列式断层（斜列式）,skipped,baur_only_no_backfill,5
GeoP0199_L069,BAUR-only,0.1,geology,与断层具有相对性.,与断层具有相对性。,→与断层具有相对性.,skipped,baur_only_no_backfill,2
GeoP0199_L070,BAUR-only,0.1,geology,(1)开究的尺度,(1)研究的尺度,{(1)研究的尺度,skipped,baur_only_no_backfill,1
GeoP0199_L071,BAUR-only,0.1,geology,环状断层及放射状断层,环状断层及放射状断层。,环状断层及放射状断层.,skipped,baur_only_no_backfill,1
GeoP0199_L073,BAUR-only,0.1,geology,(2)是否考虑相对体移.,(2)是否考虑相对位移.,{(2)是否考虑相对位移.,skipped,baur_only_no_backfill,1
GeoP0199_L075,BAUR-only,0.1,geology,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：由古老变质岩和侵入岩浆体所构成的孤立穹隆状的结晶隆起,变质核杂岩：由古老变质岩和侵入岩浆体所构成的孤立穹隆状的结晶隆起.,skipped,baur_only_no_backfill,1
GeoP0199_L077,BAUR-only,0.1,geology,与褶皱轴面.,{ 与褶皱轴面、,{与褶皱轴面.,skipped,baur_only_no_backfill,2
GeoP0199_L079,BAUR-only,0.1,geology,岩墙群.,岩墙群.,(岩墙群.,skipped,baur_only_no_backfill,1
GeoP0199_L080,BAUR-only,0.1,geology,受力成因3,受力成因3,受力成因,skipped,baur_only_no_backfill,1
GeoP0199_L090,BAUR-only,0.1,geology,(逆中推,(逆冲推),（逆冲推,skipped,baur_only_no_backfill,2
GeoP0199_L091,BAUR-only,0.1,geology,限制(被限制的映),限制(被限制的层),限制(被限制的晚),skipped,baur_only_no_backfill,1
GeoP0199_L092,BAUR-only,0.1,geology,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层(较平) → 当外来岩体覆盖在部分原地层，仅留出一小部分—构造窗,下盘为相对未动的原地层（较早）→当外来岩体覆盖在部分原地层，仅留出一小部分—构造窗,skipped,baur_only_no_backfill,5
GeoP0199_L093,BAUR-only,0.1,geology,依据交切关系,依据交切关系,依据支切关系,skipped,baur_only_no_backfill,1
GeoP0199_L094,BAUR-only,0.1,geology,互切(司时),互切(同时),互切（同时）,skipped,baur_only_no_backfill,2
GeoP0199_L098,BAUR-only,0.1,geology,追踪利用、改造(被的早),追踪利用、改造(褶皱的影响),{追踪，利用，改造（被..的早）,skipped,baur_only_no_backfill,10
GeoP0199_L100,BAUR-only,0.1,geology,借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),借助其它地质体(如：地质体的侵入关系)(无岩脉填充的晚),{借助其它地质体(如:地质体的侵入关系)(无岩脉填充的晚),skipped,baur_only_no_backfill,2
GeoP0199_L102,BAUR-only,0.1,geology,平移断层：,平移断层：,平移断层:,skipped,baur_only_no_backfill,1
GeoP0199_L106,BAUR-only,0.1,geology,配套,（配套）,（配套,skipped,baur_only_no_backfill,1
GeoP0199_L109,BAUR-only,0.1,geology,左行→看对盘的运动方向,左行→看对盘的运动方向,左行.->看对盘的运动方向,skipped,baur_only_no_backfill,3
GeoP0199_L114,BAUR-only,0.1,geology,2) 逆断层[画图分析],2) 逆断层 [画图分析],2)逆断层[画图分析],skipped,baur_only_no_backfill,2
GeoP0199_L115,BAUR-only,0.1,geology,(1)正断层(从地表的切面来观测),(1)正断层(从地表的切面来观测),1)正断层(以地表的切面来观测),skipped,baur_only_no_backfill,2
GeoP0199_L118,BAUR-only,0.1,geology,向斜：上升盘核部变容,向斜：上升盘核部变宽,向斜：上升盘核部变窄,skipped,baur_only_no_backfill,1
